ForecastId,ConfirmedCases,Fatalities
3421,632.34,6.89
3422,632.07,6.89
3423,631.25,6.87
3424,631.45,6.89
3425,631.52,6.89
3426,632.05,6.89
3427,594.79,6.8
3428,594.75,6.8
3429,594.62,6.8
3430,594.07,6.79
3431,594.46,6.81
3432,594.9,6.82
3433,595.8,6.82
3434,596.36,6.93
3435,597.64,6.93
3436,598.02,6.93
3437,600.94,6.91
3438,615.18,6.93
3439,624.13,6.93
3440,627.15,6.93
3441,198.88,0.26
3442,170.09,0.49
3443,162.2,0.29
3444,155.01,0.15
3445,152.05,0.49
3446,152.9,1.79
3447,162.41,0.13
3448,165.36,0.0
3449,167.33,0.0
3450,171.06,0.0
3451,171.69,0.03
3452,173.66,0.03
3453,176.35,0.03
3454,184.7,0.0
3455,187.69,0.0
3456,195.85,0.0
3457,196.64,0.0
3458,196.64,0.0
3459,196.65,0.0
3460,196.65,0.07
3461,196.57,0.07
3462,196.92,0.07
3463,197.0,0.31
3464,204.28,0.34
3465,204.28,0.34
3466,203.93,0.41
3467,203.93,0.41
3468,203.93,0.41
3469,204.28,0.41
3470,180.29,0.31
3471,180.33,0.24
3472,180.33,0.24
3473,179.48,0.31
3474,179.85,0.31
3475,179.86,0.31
3476,180.85,0.31
3477,183.33,0.31
3478,184.99,0.24
3479,185.33,0.24
3480,185.17,0.31
3481,185.74,0.31
3482,185.9,0.31
3483,187.26,0.31
3484,553.29,2.97
3485,555.29,3.06
3486,557.08,2.85
3487,553.63,2.88
3488,546.02,3.06
3489,555.57,4.51
3490,559.95,3.01
3491,559.98,2.97
3492,560.0,3.0
3493,560.01,2.97
3494,556.13,3.0
3495,556.33,3.0
3496,559.99,3.0
3497,556.25,2.97
3498,556.29,2.97
3499,556.59,3.0
3500,557.06,3.0
3501,557.25,3.0
3502,557.25,3.0
3503,560.97,3.0
3504,553.63,3.0
3505,553.63,2.94
3506,553.71,2.97
3507,553.72,2.78
3508,553.72,2.78
3509,553.69,2.81
3510,553.6,2.81
3511,553.6,2.81
3512,553.6,2.81
3513,556.09,2.92
3514,556.12,2.89
3515,556.13,2.89
3516,556.43,2.92
3517,556.48,2.92
3518,556.65,2.92
3519,556.92,2.92
3520,556.97,2.92
3521,556.99,2.89
3522,556.99,2.89
3523,556.98,2.92
3524,556.99,2.92
3525,553.28,2.92
3526,553.28,2.92
3527,174.25,3.0
3528,177.45,3.0
3529,178.17,2.91
3530,179.88,2.85
3531,179.92,2.97
3532,180.05,2.97
3533,180.33,2.94
3534,181.58,2.97
3535,182.69,3.0
3536,182.95,3.0
3537,183.01,3.0
3538,184.02,3.0
3539,188.53,3.0
3540,185.01,2.97
3541,185.94,2.97
3542,191.75,3.0
3543,188.85,3.0
3544,188.89,3.0
3545,188.87,3.0
3546,192.65,3.0
3547,187.09,3.0
3548,187.17,2.88
3549,186.58,2.88
3550,192.21,2.4
3551,192.21,2.4
3552,192.83,2.43
3553,192.85,2.43
3554,192.85,2.43
3555,192.85,2.43
3556,189.3,2.73
3557,189.29,2.7
3558,189.48,2.7
3559,189.5,2.73
3560,189.51,2.73
3561,189.51,2.73
3562,189.5,2.73
3563,189.69,2.73
3564,189.99,2.7
3565,190.18,2.7
3566,190.33,2.73
3567,194.16,2.73
3568,190.64,2.73
3569,190.89,2.73
3570,6.25,0.09
3571,1.0,0.09
3572,1.0,0.24
3573,1.0,0.23
3574,3.54,0.15
3575,1.0,0.09
3576,1.0,0.11
3577,1.0,0.03
3578,1.75,0.0
3579,1.0,0.0
3580,1.0,0.0
3581,1.75,0.0
3582,1.0,0.0
3583,1.0,0.0
3584,1.0,0.0
3585,6.59,0.0
3586,1.0,0.0
3587,1.0,0.03
3588,1.75,0.03
3589,1.0,0.03
3590,4.76,0.06
3591,6.65,0.09
3592,5.53,0.21
3593,16.87,0.18
3594,16.87,0.18
3595,18.37,0.21
3596,17.62,0.21
3597,17.62,0.21
3598,17.62,0.21
3599,14.91,0.15
3600,14.91,0.12
3601,14.91,0.12
3602,15.66,0.15
3603,14.91,0.15
3604,14.91,0.15
3605,14.91,0.15
3606,14.91,0.15
3607,14.91,0.12
3608,14.91,0.12
3609,14.91,0.15
3610,14.16,0.15
3611,14.16,0.15
3612,14.16,0.15
3613,75.21,2.85
3614,75.3,2.88
3615,74.6,2.8
3616,75.3,2.77
3617,76.38,2.89
3618,74.56,2.85
3619,74.56,2.92
3620,75.31,2.97
3621,76.0,3.0
3622,76.0,2.99
3623,76.0,3.0
3624,76.0,3.0
3625,76.0,3.0
3626,76.0,3.0
3627,76.0,3.0
3628,76.0,3.0
3629,76.0,3.0
3630,76.0,3.0
3631,76.0,3.0
3632,76.0,3.0
3633,77.41,2.99
3634,78.49,2.95
3635,78.18,2.97
3636,82.16,2.83
3637,82.16,2.83
3638,82.91,2.83
3639,82.91,2.83
3640,82.91,2.83
3641,82.91,2.83
3642,75.25,2.95
3643,75.25,2.96
3644,75.25,2.96
3645,75.25,2.95
3646,75.25,2.95
3647,75.25,2.95
3648,75.25,2.95
3649,75.25,2.95
3650,75.25,2.96
3651,75.25,2.96
3652,75.25,2.95
3653,75.25,2.95
3654,75.25,2.95
3655,75.25,2.95
3656,181.1,2.0
3657,183.72,2.01
3658,183.91,1.96
3659,183.92,1.98
3660,184.0,2.0
3661,184.0,1.96
3662,184.0,1.96
3663,184.0,1.99
3664,184.0,2.0
3665,184.0,2.0
3666,184.0,2.0
3667,184.0,2.0
3668,184.0,2.0
3669,184.0,2.0
3670,184.0,2.0
3671,182.92,2.01
3672,184.0,2.01
3673,184.0,2.01
3674,184.02,2.01
3675,184.03,2.01
3676,184.04,2.0
3677,184.07,2.02
3678,183.63,2.02
3679,206.21,1.92
3680,206.21,1.92
3681,208.04,1.93
3682,208.04,1.93
3683,208.04,1.93
3684,208.04,1.93
3685,204.91,2.01
3686,204.91,2.01
3687,205.05,2.01
3688,205.09,2.01
3689,205.1,2.01
3690,205.1,2.01
3691,205.1,2.01
3692,205.11,2.01
3693,205.11,2.01
3694,205.11,2.01
3695,205.11,2.01
3696,205.11,2.01
3697,205.11,2.01
3698,205.11,2.01
3699,1203.22,1.09
3700,1239.86,1.09
3701,1240.71,1.07
3702,1241.18,1.09
3703,1263.93,1.07
3704,1264.85,1.01
3705,1265.09,1.02
3706,1266.4,1.01
3707,1266.8,1.0
3708,1266.89,1.0
3709,1266.9,1.0
3710,1267.05,1.0
3711,1267.09,1.0
3712,1267.71,1.0
3713,1267.82,1.0
3714,1256.04,1.0
3715,1267.97,1.0
3716,1267.98,1.0
3717,1268.0,1.0
3718,1268.0,1.0
3719,1268.0,1.0
3720,1267.99,1.02
3721,1267.99,1.04
3722,1249.98,1.02
3723,1249.98,1.02
3724,1249.84,1.02
3725,1249.84,1.02
3726,1249.84,1.02
3727,1249.84,1.02
3728,1255.4,1.05
3729,1255.4,1.05
3730,1255.41,1.05
3731,1255.63,1.05
3732,1255.65,1.05
3733,1255.75,1.05
3734,1255.77,1.05
3735,1255.75,1.05
3736,1256.4,1.05
3737,1256.71,1.05
3738,1256.74,1.05
3739,1256.74,1.05
3740,1256.74,1.05
3741,1256.76,1.05
3742,1072.5,21.37
3743,1302.77,26.01
3744,1407.69,28.34
3745,1458.99,32.56
3746,1583.07,44.34
3747,1788.44,52.12
3748,2023.06,56.49
3749,2173.85,68.99
3750,2215.46,73.77
3751,2610.31,99.26
3752,2705.04,102.76
3753,2915.59,114.32
3754,2944.44,116.75
3755,3139.96,130.43
3756,3213.6,141.49
3757,3394.65,150.73
3758,3476.6,153.43
3759,3677.81,171.17
3760,3973.35,186.18
3761,4086.75,190.54
3762,4370.87,202.52
3763,4492.46,210.13
3764,4585.65,207.5
3765,4785.99,201.48
3766,4785.99,201.74
3767,4626.47,196.31
3768,4626.47,196.31
3769,4641.94,197.18
3770,4654.66,198.3
3771,3452.97,150.15
3772,3493.64,151.59
3773,3504.34,151.94
3774,3409.78,146.74
3775,3409.78,145.5
3776,3437.13,146.87
3777,3484.75,149.21
3778,3523.0,150.27
3779,3588.96,152.39
3780,3627.58,153.59
3781,3682.51,153.43
3782,3726.93,153.24
3783,3780.46,157.89
3784,3825.68,160.51
3785,25.55,2.43
3786,23.46,2.88
3787,52.59,2.75
3788,42.51,6.44
3789,59.28,6.22
3790,62.72,6.74
3791,46.72,6.4
3792,55.27,5.0
3793,58.57,5.02
3794,59.85,5.02
3795,60.0,5.03
3796,97.35,6.1
3797,75.88,5.03
3798,107.02,5.04
3799,119.27,5.08
3800,139.92,5.78
3801,145.0,5.95
3802,145.0,6.03
3803,206.31,6.2
3804,220.03,6.37
3805,229.33,8.38
3806,233.79,15.11
3807,290.14,15.29
3808,592.15,36.44
3809,591.58,36.47
3810,589.83,36.57
3811,589.83,36.57
3812,588.19,36.57
3813,589.81,36.57
3814,376.98,21.82
3815,377.01,21.85
3816,376.44,21.89
3817,375.22,21.81
3818,377.81,21.88
3819,378.42,21.88
3820,378.43,21.88
3821,380.74,21.89
3822,381.94,21.92
3823,382.27,21.96
3824,381.05,21.88
3825,381.2,21.88
3826,381.2,21.88
3827,386.27,21.89
3828,129.19,11.68
3829,138.47,12.1
3830,153.83,11.32
3831,150.29,16.02
3832,175.95,16.52
3833,175.89,17.95
3834,181.22,17.59
3835,183.63,18.17
3836,204.95,19.46
3837,220.23,19.9
3838,229.18,19.97
3839,238.61,21.05
3840,239.7,20.29
3841,254.42,21.15
3842,265.6,21.58
3843,282.84,22.53
3844,299.38,24.02
3845,314.25,24.66
3846,334.26,24.71
3847,350.62,24.75
3848,351.89,24.94
3849,368.35,24.96
3850,383.32,25.06
3851,412.04,25.47
3852,412.04,25.5
3853,401.74,25.64
3854,401.74,25.64
3855,400.46,25.64
3856,405.91,25.62
3857,318.98,22.94
3858,320.89,22.95
3859,321.4,22.98
3860,315.55,22.89
3861,316.02,22.89
3862,317.71,22.89
3863,321.3,22.91
3864,322.7,22.96
3865,325.34,23.01
3866,333.82,23.18
3867,330.47,23.16
3868,333.0,23.16
3869,333.52,23.17
3870,335.45,23.29
3871,371.87,2.49
3872,386.68,3.2
3873,416.61,2.71
3874,439.67,4.17
3875,453.63,2.93
3876,482.96,2.96
3877,492.6,2.91
3878,509.16,3.03
3879,529.71,3.01
3880,561.22,3.02
3881,588.39,3.02
3882,609.91,3.13
3883,631.03,3.17
3884,627.24,3.53
3885,642.24,3.98
3886,651.33,4.1
3887,661.7,4.35
3888,666.79,5.28
3889,668.55,5.99
3890,680.98,6.08
3891,691.06,6.48
3892,706.96,6.75
3893,745.94,7.91
3894,732.8,8.17
3895,732.91,8.16
3896,735.79,8.23
3897,735.79,8.23
3898,736.15,8.23
3899,734.27,8.23
3900,629.04,6.54
3901,630.51,6.61
3902,631.16,6.79
3903,637.33,6.6
3904,637.94,6.57
3905,630.13,6.6
3906,637.81,6.58
3907,641.78,6.62
3908,651.17,6.7
3909,663.57,6.73
3910,674.36,6.67
3911,684.26,6.64
3912,689.22,6.73
3913,688.7,6.8
3914,214.74,1.13
3915,221.74,1.34
3916,260.89,1.5
3917,284.58,3.25
3918,317.79,2.99
3919,384.0,3.23
3920,412.27,3.03
3921,452.6,3.05
3922,475.82,3.06
3923,536.03,3.28
3924,585.37,3.7
3925,630.08,5.24
3926,645.56,5.52
3927,638.36,5.82
3928,657.5,5.95
3929,690.41,6.13
3930,781.01,7.38
3931,832.37,8.48
3932,851.99,9.18
3933,877.38,9.46
3934,930.46,12.43
3935,967.19,13.39
3936,1045.91,13.83
3937,1095.27,13.96
3938,1093.89,13.94
3939,1087.93,14.13
3940,1087.93,14.12
3941,1078.89,14.12
3942,1086.7,14.12
3943,791.04,9.39
3944,795.11,9.36
3945,795.78,9.54
3946,799.43,9.55
3947,800.8,9.49
3948,785.04,9.45
3949,812.8,9.45
3950,823.82,9.46
3951,844.9,9.46
3952,861.84,9.49
3953,881.09,9.64
3954,909.69,9.61
3955,906.67,9.85
3956,915.64,10.1
3957,970.17,6.92
3958,1029.26,8.32
3959,1051.33,10.3
3960,1120.12,13.43
3961,1123.13,13.11
3962,1267.78,17.37
3963,1312.53,18.5
3964,1375.26,20.76
3965,1458.21,20.89
3966,1499.48,20.82
3967,1524.23,20.41
3968,1622.27,24.25
3969,1663.28,27.98
3970,1685.9,28.05
3971,1761.91,32.69
3972,1783.15,35.25
3973,1793.35,36.6
3974,1849.78,43.87
3975,1877.31,45.3
3976,1895.38,46.78
3977,1896.64,46.83
3978,1926.07,45.98
3979,1941.87,47.82
3980,1929.48,40.87
3981,1928.56,40.83
3982,1907.84,40.69
3983,1908.65,40.86
3984,1905.01,40.98
3985,1925.13,40.93
3986,1617.3,33.8
3987,1619.55,33.26
3988,1618.24,33.35
3989,1608.62,33.57
3990,1612.35,33.65
3991,1605.39,33.41
3992,1643.94,33.67
3993,1655.24,33.91
3994,1676.42,33.58
3995,1698.84,33.92
3996,1693.86,34.13
3997,1705.41,34.17
3998,1741.27,34.29
3999,1794.14,35.35
4000,282.22,6.19
4001,284.33,6.57
4002,314.61,7.02
4003,343.86,9.2
4004,388.97,10.77
4005,429.59,12.81
4006,463.07,12.69
4007,521.39,16.38
4008,597.81,16.61
4009,629.52,17.17
4010,661.81,17.87
4011,711.11,21.07
4012,755.57,21.72
4013,793.69,23.29
4014,850.44,27.77
4015,905.97,30.49
4016,959.76,31.81
4017,1014.57,35.58
4018,1083.34,36.99
4019,1116.81,38.75
4020,1176.82,40.94
4021,1218.79,42.64
4022,1257.2,45.67
4023,1349.68,39.41
4024,1350.66,39.39
4025,1339.61,38.77
4026,1336.4,39.03
4027,1335.13,39.21
4028,1346.89,39.34
4029,948.23,30.87
4030,943.69,30.37
4031,947.14,30.52
4032,950.43,29.9
4033,952.91,30.07
4034,942.89,30.14
4035,968.81,30.51
4036,981.83,30.95
4037,1012.69,30.88
4038,1040.09,31.27
4039,1062.34,30.87
4040,1067.09,31.02
4041,1069.95,31.26
4042,1110.35,31.98
4043,381.04,9.29
4044,362.72,10.15
4045,384.53,9.47
4046,419.2,9.4
4047,516.24,13.96
4048,463.18,10.57
4049,506.38,9.4
4050,533.75,10.56
4051,585.6,10.02
4052,615.23,10.11
4053,639.36,10.8
4054,672.94,11.73
4055,700.55,11.97
4056,718.61,12.0
4057,737.0,12.3
4058,753.81,12.19
4059,765.51,12.44
4060,769.72,12.91
4061,792.54,13.45
4062,808.97,13.7
4063,805.68,13.78
4064,816.77,13.94
4065,846.29,15.34
4066,1039.86,22.21
4067,1041.68,22.21
4068,1053.0,22.46
4069,1053.32,22.46
4070,1048.95,22.46
4071,1045.55,22.46
4072,806.91,17.18
4073,800.99,16.84
4074,803.82,16.88
4075,816.32,17.12
4076,819.89,17.12
4077,812.31,17.12
4078,821.74,17.15
4079,826.68,17.2
4080,834.86,16.87
4081,856.43,16.98
4082,880.27,17.22
4083,886.15,17.45
4084,887.48,17.8
4085,899.67,17.92
4086,3697.95,48.7
4087,3999.32,56.58
4088,4083.01,72.09
4089,4236.27,73.32
4090,4772.31,87.7
4091,5002.59,90.73
4092,5282.22,99.23
4093,5567.49,110.16
4094,5743.52,117.71
4095,5868.51,126.03
4096,6010.26,134.43
4097,6064.14,142.54
4098,6168.15,156.06
4099,6298.5,163.87
4100,6484.16,168.77
4101,6564.24,173.37
4102,6776.23,177.69
4103,6838.11,185.95
4104,7028.56,193.87
4105,7147.56,195.44
4106,7258.41,205.6
4107,7319.89,210.24
4108,7244.79,210.2
4109,7390.75,205.55
4110,7374.0,205.55
4111,7314.57,202.51
4112,7324.32,202.51
4113,7327.21,203.15
4114,7321.34,204.23
4115,6329.59,163.77
4116,6338.46,163.93
4117,6339.04,164.15
4118,6320.5,161.96
4119,6339.74,162.47
4120,6364.37,162.97
4121,6383.38,163.84
4122,6479.88,164.87
4123,6608.95,166.32
4124,6644.8,169.42
4125,6674.14,170.05
4126,6732.32,173.21
4127,6738.0,174.13
4128,6793.6,183.58
4129,177.61,0.0
4130,179.72,0.01
4131,179.01,0.0
4132,181.72,0.02
4133,182.7,0.0
4134,183.36,0.02
4135,183.67,0.0
4136,183.85,0.0
4137,183.85,0.0
4138,183.96,0.0
4139,184.04,0.0
4140,183.93,0.0
4141,184.01,0.0
4142,184.01,0.0
4143,184.01,0.0
4144,184.01,0.0
4145,184.13,0.0
4146,184.7,0.0
4147,184.96,0.0
4148,185.11,0.0
4149,185.58,0.0
4150,185.21,0.0
4151,186.69,0.0
4152,188.42,0.04
4153,188.41,0.04
4154,188.42,0.04
4155,188.42,0.04
4156,188.42,0.04
4157,188.42,0.04
4158,184.73,0.02
4159,184.85,0.02
4160,184.85,0.02
4161,184.86,0.02
4162,185.33,0.02
4163,185.68,0.02
4164,185.74,0.02
4165,185.73,0.02
4166,185.75,0.02
4167,185.76,0.02
4168,185.77,0.02
4169,185.79,0.02
4170,185.79,0.02
4171,185.79,0.02
4172,15.98,0.02
4173,13.39,0.02
4174,10.75,0.0
4175,14.25,0.03
4176,10.94,0.0
4177,11.0,0.02
4178,11.0,0.0
4179,11.0,0.0
4180,11.0,0.0
4181,11.0,0.0
4182,11.0,0.0
4183,11.0,0.0
4184,11.0,0.0
4185,11.0,0.0
4186,11.0,0.0
4187,11.0,0.0
4188,11.0,0.0
4189,11.0,0.0
4190,11.0,0.0
4191,11.0,0.0
4192,11.0,0.0
4193,11.0,0.0
4194,11.0,0.0
4195,17.88,0.19
4196,17.88,0.19
4197,17.88,0.19
4198,17.88,0.19
4199,17.88,0.19
4200,17.88,0.19
4201,10.89,0.17
4202,10.89,0.17
4203,10.89,0.17
4204,10.98,0.17
4205,11.0,0.17
4206,11.0,0.17
4207,11.0,0.17
4208,11.0,0.17
4209,11.0,0.17
4210,11.0,0.17
4211,11.0,0.17
4212,11.0,0.17
4213,11.0,0.17
4214,11.0,0.17
4215,3457.8,113.74
4216,3815.09,128.93
4217,3988.48,149.89
4218,4178.59,157.28
4219,4703.15,187.11
4220,5003.47,201.78
4221,5322.55,219.61
4222,5587.71,234.17
4223,5790.58,247.77
4224,5952.45,256.82
4225,6129.44,267.73
4226,6197.67,279.19
4227,6419.42,300.41
4228,6575.62,307.56
4229,6766.73,317.46
4230,6801.63,326.9
4231,7144.28,346.95
4232,7277.35,352.05
4233,7480.85,361.62
4234,7662.43,365.47
4235,7751.86,374.14
4236,7913.01,380.96
4237,7837.32,382.85
4238,8059.87,380.87
4239,8039.2,380.87
4240,7975.41,376.52
4241,7986.96,376.58
4242,7985.33,377.12
4243,7985.25,378.05
4244,6628.39,324.99
4245,6659.74,326.83
4246,6645.59,327.41
4247,6618.75,322.82
4248,6643.79,323.12
4249,6667.71,324.53
4250,6693.54,325.45
4251,6794.64,326.01
4252,6966.46,328.27
4253,6996.23,332.06
4254,7033.79,328.77
4255,7107.0,331.93
4256,7109.43,335.77
4257,7196.42,346.88
4258,738.79,14.24
4259,698.74,12.05
4260,705.37,24.6
4261,712.0,13.08
4262,771.14,23.77
4263,705.78,10.89
4264,712.0,13.07
4265,706.75,11.0
4266,706.75,11.0
4267,706.75,11.0
4268,702.04,11.01
4269,707.86,11.19
4270,705.02,11.71
4271,703.69,11.92
4272,708.02,12.24
4273,712.4,12.75
4274,712.4,12.95
4275,708.36,12.98
4276,712.0,12.96
4277,714.33,12.96
4278,714.62,12.86
4279,714.74,12.86
4280,1104.16,13.0
4281,991.46,24.82
4282,986.48,24.82
4283,932.02,24.81
4284,932.02,24.81
4285,932.02,24.81
4286,932.02,24.81
4287,969.42,20.26
4288,962.46,20.26
4289,959.09,20.26
4290,969.42,20.26
4291,969.42,20.26
4292,969.42,20.26
4293,969.42,20.26
4294,969.42,20.26
4295,962.46,20.26
4296,959.09,20.27
4297,969.42,20.27
4298,969.42,20.27
4299,971.9,20.29
4300,971.9,20.5
4301,162.37,3.21
4302,83.35,1.65
4303,105.36,15.3
4304,112.29,4.56
4305,175.61,7.09
4306,114.28,0.28
4307,132.23,2.3
4308,137.57,0.29
4309,157.77,0.58
4310,200.14,1.84
4311,213.68,1.92
4312,308.62,2.0
4313,371.14,2.0
4314,436.56,2.0
4315,597.43,2.0
4316,712.03,2.0
4317,758.01,2.0
4318,807.43,2.0
4319,853.69,2.0
4320,915.46,2.0
4321,959.52,1.96
4322,970.86,1.98
4323,1335.27,2.22
4324,1039.35,6.56
4325,1029.88,6.56
4326,989.83,6.58
4327,991.81,6.58
4328,995.62,6.58
4329,994.39,6.58
4330,748.58,5.87
4331,742.62,5.87
4332,736.18,5.87
4333,733.01,5.87
4334,735.64,5.87
4335,743.24,5.87
4336,748.19,5.87
4337,753.34,5.87
4338,748.24,5.87
4339,742.32,6.01
4340,752.4,6.43
4341,758.12,6.47
4342,787.24,6.47
4343,820.61,6.47
4344,136.03,1.83
4345,22.04,1.12
4346,51.43,13.69
4347,57.09,3.6
4348,70.82,4.41
4349,14.93,0.0
4350,17.43,1.08
4351,17.52,0.0
4352,17.61,0.0
4353,17.4,0.0
4354,17.81,0.02
4355,18.81,0.0
4356,19.47,0.0
4357,16.0,0.0
4358,16.0,0.0
4359,16.0,0.0
4360,23.16,0.0
4361,31.42,0.02
4362,41.89,0.02
4363,43.87,0.02
4364,35.16,0.02
4365,64.48,0.08
4366,533.19,0.38
4367,229.93,8.74
4368,229.89,8.74
4369,190.27,8.76
4370,190.27,8.76
4371,190.27,8.76
4372,190.27,8.76
4373,236.75,8.68
4374,227.04,8.68
4375,227.0,8.68
4376,236.66,8.68
4377,236.84,8.68
4378,236.92,8.68
4379,236.94,8.68
4380,238.25,8.68
4381,228.55,8.68
4382,228.56,8.68
4383,239.46,8.68
4384,239.51,8.68
4385,239.53,8.68
4386,239.54,8.68
4387,1384.74,62.74
4388,1456.49,65.19
4389,1560.62,78.74
4390,1737.11,82.02
4391,1835.98,92.42
4392,1978.32,97.43
4393,2142.61,109.3
4394,2336.51,121.91
4395,2614.91,128.86
4396,2816.3,148.89
4397,2928.05,160.92
4398,3224.33,182.55
4399,3328.91,187.23
4400,3471.73,194.88
4401,3895.55,196.68
4402,4065.27,204.14
4403,4299.31,212.88
4404,4631.57,228.3
4405,4949.15,236.18
4406,5045.32,241.87
4407,5242.0,258.37
4408,5551.22,268.6
4409,6820.15,269.91
4410,7244.22,278.6
4411,7244.22,278.6
4412,6900.88,269.41
4413,6901.68,269.89
4414,6915.82,272.25
4415,6930.53,272.79
4416,4871.04,210.44
4417,4886.7,214.64
4418,4904.68,215.22
4419,4874.06,205.94
4420,4866.34,208.21
4421,4887.73,209.61
4422,4885.03,211.08
4423,4899.38,212.12
4424,4957.73,218.35
4425,5105.18,221.83
4426,5122.63,217.99
4427,5143.84,222.6
4428,5186.77,229.66
4429,5238.28,232.32
4430,2896.33,102.42
4431,3146.84,110.72
4432,3346.1,153.18
4433,3617.05,169.82
4434,3669.59,183.19
4435,3759.94,188.43
4436,4308.02,224.53
4437,4905.39,253.33
4438,6432.95,279.47
4439,7148.36,304.61
4440,7358.09,327.78
4441,7471.92,340.66
4442,7540.68,357.47
4443,7689.19,370.14
4444,7851.24,364.59
4445,8284.53,388.07
4446,8644.0,400.68
4447,9342.5,451.36
4448,9852.65,468.66
4449,9991.03,471.13
4450,10689.01,523.28
4451,11207.43,540.61
4452,18676.84,554.47
4453,20331.75,556.09
4454,20331.75,554.05
4455,19520.84,541.15
4456,19520.84,541.84
4457,19528.06,545.01
4458,19534.72,548.5
4459,12885.44,432.82
4460,12886.4,435.21
4461,12886.4,434.72
4462,12289.07,423.53
4463,12289.07,425.95
4464,12317.13,429.49
4465,12332.64,433.53
4466,12932.66,438.14
4467,13139.8,447.56
4468,13425.19,453.28
4469,13276.43,453.14
4470,13350.61,462.5
4471,13364.93,467.16
4472,13404.46,470.94
4473,989.36,63.38
4474,1070.25,64.92
4475,1168.24,85.04
4476,1264.27,92.87
4477,1419.17,94.65
4478,1478.47,98.1
4479,1561.83,108.62
4480,1724.47,121.07
4481,1903.86,136.88
4482,2045.37,158.64
4483,2271.58,183.4
4484,2345.85,175.31
4485,2428.49,183.9
4486,2576.29,189.03
4487,2675.1,193.11
4488,2813.31,205.26
4489,2990.22,222.35
4490,3137.58,243.14
4491,3469.31,253.06
4492,3564.87,259.0
4493,3843.25,278.97
4494,4102.39,298.53
4495,5698.91,305.6
4496,7380.55,321.5
4497,7380.55,321.5
4498,7102.73,313.76
4499,7104.3,312.04
4500,7104.3,314.91
4501,7145.6,317.83
4502,5021.18,239.82
4503,5029.87,241.4
4504,5032.11,241.55
4505,4797.54,234.3
4506,4805.45,233.85
4507,4807.88,237.41
4508,4850.63,240.14
4509,5051.17,241.19
4510,5091.77,244.22
4511,5147.96,248.24
4512,4935.31,245.98
4513,5016.02,250.72
4514,5031.34,254.68
4515,5067.75,258.96
4516,71.35,1.85
4517,59.87,2.0
4518,52.85,2.59
4519,72.14,5.83
4520,83.63,4.94
4521,79.66,4.37
4522,91.3,4.87
4523,99.48,6.73
4524,103.55,5.92
4525,117.0,5.98
4526,124.14,6.0
4527,135.03,6.01
4528,147.95,5.95
4529,157.38,5.95
4530,162.74,6.01
4531,173.64,6.59
4532,174.27,6.67
4533,221.54,6.86
4534,216.06,7.0
4535,220.92,7.02
4536,231.28,10.26
4537,242.05,10.47
4538,298.87,16.53
4539,387.66,31.18
4540,400.2,31.1
4541,373.73,31.02
4542,373.87,31.03
4543,375.89,31.04
4544,379.49,31.13
4545,231.46,9.42
4546,233.98,9.42
4547,248.58,9.34
4548,225.32,9.26
4549,226.47,9.27
4550,229.48,9.33
4551,231.34,9.46
4552,235.39,9.58
4553,238.41,9.75
4554,253.05,9.8
4555,235.95,9.74
4556,239.71,9.77
4557,241.45,9.78
4558,250.31,9.85
4559,16.35,0.04
4560,17.07,0.02
4561,18.29,0.06
4562,21.1,1.13
4563,19.21,1.66
4564,19.35,0.53
4565,19.36,0.0
4566,17.98,0.0
4567,18.03,0.0
4568,18.35,0.0
4569,22.0,0.0
4570,25.47,0.0
4571,29.26,0.0
4572,44.86,0.0
4573,47.95,0.0
4574,69.37,0.0
4575,76.08,0.0
4576,107.12,0.0
4577,80.94,0.02
4578,81.21,0.09
4579,84.05,1.11
4580,94.24,0.86
4581,165.96,0.92
4582,220.33,6.74
4583,233.47,6.73
4584,203.1,6.71
4585,203.15,6.73
4586,204.69,6.75
4587,206.44,6.74
4588,118.8,0.65
4589,122.76,0.65
4590,137.88,0.64
4591,111.36,0.63
4592,111.4,0.65
4593,111.24,0.65
4594,112.93,0.65
4595,119.57,0.65
4596,123.53,0.65
4597,138.04,0.64
4598,114.04,0.63
4599,116.96,0.65
4600,116.19,0.65
4601,120.0,0.65
4602,21.19,0.22
4603,22.5,0.0
4604,26.81,0.03
4605,40.25,1.41
4606,50.35,1.73
4607,52.49,0.77
4608,43.04,0.0
4609,32.18,0.0
4610,32.23,0.0
4611,33.61,0.0
4612,33.71,0.0
4613,33.63,0.0
4614,33.84,0.0
4615,35.1,0.0
4616,35.47,0.0
4617,38.0,0.0
4618,39.47,0.0
4619,69.5,0.0
4620,39.4,0.01
4621,39.4,0.01
4622,40.35,0.55
4623,40.35,0.14
4624,54.45,0.1
4625,77.26,5.87
4626,92.15,5.87
4627,74.2,5.9
4628,74.2,5.9
4629,74.2,5.9
4630,74.2,5.89
4631,54.1,0.08
4632,55.09,0.08
4633,70.66,0.08
4634,52.57,0.09
4635,52.69,0.09
4636,53.15,0.09
4637,53.21,0.09
4638,55.53,0.08
4639,56.52,0.08
4640,71.45,0.08
4641,53.03,0.09
4642,53.26,0.09
4643,53.72,0.09
4644,53.94,0.09
4645,809.3,8.93
4646,898.74,10.77
4647,937.33,9.76
4648,1047.89,14.4
4649,1072.19,18.77
4650,1126.4,20.62
4651,1145.16,21.75
4652,1173.58,23.64
4653,1208.49,23.69
4654,1258.07,23.93
4655,1281.63,24.42
